melody_num,melody_id,pitch_features.pitch_range,pitch_features.pitch_standard_deviation,pitch_features.pitch_entropy,pitch_features.pcdist1,pitch_features.basic_pitch_histogram,pitch_features.mean_pitch,pitch_features.most_common_pitch,pitch_features.number_of_pitches,pitch_features.melodic_pitch_variety,pitch_features.dominant_spread,pitch_features.folded_fifths_pitch_class_histogram,pitch_features.pitch_class_kurtosis_after_folding,pitch_features.pitch_class_skewness_after_folding,pitch_features.pitch_class_variability_after_folding,interval_features.pitch_interval,interval_features.absolute_interval_range,interval_features.mean_absolute_interval,interval_features.modal_interval,interval_features.interval_entropy,interval_features.ivdist1,interval_features.interval_direction_mean,interval_features.interval_direction_sd,interval_features.average_interval_span_by_melodic_arcs,interval_features.distance_between_most_prevalent_melodic_intervals,interval_features.melodic_interval_histogram,interval_features.melodic_large_intervals,interval_features.variable_melodic_intervals,interval_features.number_of_common_melodic_intervals,interval_features.prevalence_of_most_common_melodic_interval,contour_features.step_contour_global_variation,contour_features.step_contour_global_direction,contour_features.step_contour_local_variation,contour_features.interpolation_contour_global_direction,contour_features.interpolation_contour_mean_gradient,contour_features.interpolation_contour_gradient_std,contour_features.interpolation_contour_direction_changes,contour_features.interpolation_contour_class_label,duration_features.tempo,duration_features.duration_range,duration_features.modal_duration,duration_features.mean_duration,duration_features.duration_standard_deviation,duration_features.number_of_durations,duration_features.global_duration,duration_features.note_density,duration_features.duration_entropy,duration_features.length,duration_features.ioi_mean,duration_features.ioi_std,duration_features.ioi_ratio_mean,duration_features.ioi_ratio_std,duration_features.ioi_contour_mean,duration_features.ioi_contour_std,duration_features.ioi_range,duration_features.ioi_histogram,duration_features.duration_histogram,tonality_features.tonalness,tonality_features.tonal_clarity,tonality_features.tonal_spike,tonality_features.tonal_entropy,tonality_features.referent,tonality_features.inscale,tonality_features.temperley_likelihood,tonality_features.longest_monotonic_conjunct_scalar_passage,tonality_features.longest_conjunct_scalar_passage,tonality_features.proportion_conjunct_scalar,tonality_features.proportion_scalar,tonality_features.tonalness_histogram,narmour_features.registral_direction,narmour_features.proximity,narmour_features.closure,narmour_features.registral_return,narmour_features.intervallic_difference,melodic_movement_features.amount_of_arpeggiation,melodic_movement_features.chromatic_motion,melodic_movement_features.melodic_embellishment,melodic_movement_features.repeated_notes,melodic_movement_features.stepwise_motion,mtype_features.yules_k,mtype_features.simpsons_d,mtype_features.sichels_s,mtype_features.honores_h,mtype_features.mean_entropy,mtype_features.mean_productivity,corpus_features.tfdf_spearman,corpus_features.tfdf_kendall,corpus_features.mean_log_tfdf,corpus_features.norm_log_dist,corpus_features.max_log_df,corpus_features.min_log_df,corpus_features.mean_log_df,idyom_default_pitch_features.mean_information_content
1,allemande_fifth_fragment.midi,31,6.373207088667473,4.122411899603703,"{0.0: 0.13131313131313133, 1.0: 0.020202020202020204, 2.0: 0.12121212121212122, 3.0: 0.010101010101010102, 4.0: 0.17171717171717174, 5.0: 0.06060606060606061, 6.0: 0.010101010101010102, 7.0: 0.030303030303030304, 8.0: 0.05050505050505051, 9.0: 0.27272727272727276, 10.0: 0.020202020202020204, 11.0: 0.10101010101010102}","{'62.00-63.29': 1, '63.29-64.58': 4, '64.58-65.88': 1, '65.88-67.17': 1, '67.17-68.46': 1, '68.46-69.75': 4, '69.75-71.04': 7, '71.04-72.33': 9, '72.33-73.62': 1, '73.62-74.92': 9, '74.92-76.21': 10, '76.21-77.50': 5, '77.50-78.79': 1, '78.79-80.08': 6, '80.08-81.38': 11, '81.38-82.67': 2, '82.67-83.96': 3, '83.96-85.25': 5, '85.25-86.54': 2, '86.54-87.83': 0, '87.83-89.12': 4, '89.12-90.42': 0, '90.42-91.71': 0, '91.71-93.00': 1}",76.36363636363636,81,24,0.7272727272727273,1,"{0: 13.0, 7: 3.0, 2: 12.0, 9: 16.0, 4: 17.0, 11: 10.0, 6: 1.0, 1: 2.0, 8: 5.0, 3: 1.0, 10: 2.0, 5: 6.0}",-1.2167832167832167,0.0,3.452052529534663,"[-3, -6, -1, 8, -3, -6, -1, 8, -3, -6, -1, 8, -2, -6, -2, 9, -4, -3, -3, 6, -3, -3, -3, 3, 3, 3, -1, -2, -2, -1, 1, 4, 5, -9, -1, -2, -5, 16, 1, -12, -2, -3, 1, 16, -17, 15, -17, 15, -1, -3, 1, 8, -10, 9, -1, -4, -2, -3, 1, 16, -17, 15, -14, 12, -10, 9, -7, 5, 2, -3, 1, -17, 5, 3, 4, -7, 3, 4, 5, -5, 5, 3, 4, -7, 3, 4, 5]",16,5.666666666666667,-3,4.167411778501546,"{-17.0: 0.04597701149425287, -14.0: 0.011494252873563218, -12.0: 0.011494252873563218, -10.0: 0.022988505747126436, -9.0: 0.011494252873563218, -7.0: 0.034482758620689655, -6.0: 0.04597701149425287, -5.0: 0.022988505747126436, -4.0: 0.022988505747126436, -3.0: 0.13793103448275862, -2.0: 0.08045977011494253, -1.0: 0.09195402298850575, 1.0: 0.06896551724137931, 2.0: 0.011494252873563218, 3.0: 0.08045977011494253, 4.0: 0.05747126436781609, 5.0: 0.06896551724137931, 6.0: 0.011494252873563218, 8.0: 0.04597701149425287, 9.0: 0.034482758620689655, 12.0: 0.011494252873563218, 15.0: 0.034482758620689655, 16.0: 0.034482758620689655}",-0.08045977011494253,0.9967578569507495,10.688888888888888,2.0,"{'-17.00--16.00': 4, '-16.00--15.00': 0, '-15.00--14.00': 0, '-14.00--13.00': 1, '-13.00--12.00': 0, '-12.00--11.00': 1, '-11.00--10.00': 0, '-10.00--9.00': 2, '-9.00--8.00': 1, '-8.00--7.00': 0, '-7.00--6.00': 3, '-6.00--5.00': 4, '-5.00--4.00': 2, '-4.00--3.00': 2, '-3.00--2.00': 12, '-2.00--1.00': 7, '-1.00-0.00': 8, '0.00-1.00': 0, '1.00-2.00': 6, '2.00-3.00': 1, '3.00-4.00': 7, '4.00-5.00': 5, '5.00-6.00': 6, '6.00-7.00': 1, '7.00-8.00': 0, '8.00-9.00': 4, '9.00-10.00': 3, '10.00-11.00': 0, '11.00-12.00': 0, '12.00-13.00': 1, '13.00-14.00': 0, '14.00-15.00': 0, '15.00-16.00': 6}",0.12643678160919541,0.2988505747126437,2,0.13793103448275862,7.506702734057077,0.28664976155664124,5.412698412698413,-1,38.20186598812552,46.77584303386856,1.0,aeee,100,1.0500000000000025,0.15000000000000036,0.16193181818181818,0.1112925909743553,9,14.25,6.175438596491228,2.184467209199342,88,0.15,5.153909194679464e-16,1.0,5.696748261393173e-15,0.011627906976744186,0.769992238657828,1.7763568394002505e-15,{'0.15-0.15': 48},"{'0.15-0.27': 87, '0.27-0.38': 0, '0.38-0.50': 0, '0.50-0.62': 0, '0.62-0.73': 0, '0.73-0.85': 0, '0.85-0.97': 0, '0.97-1.08': 0, '1.08-1.20': 1}",0.8660772864118513,1.4290174289147826,0.10341736205792676,4.584962500721156,9,0,7.768511871050897e-258,2,6,0.06818181818181818,0.022727272727272728,"{'0.37-0.41': 0, '0.41-0.45': 0, '0.45-0.49': 0, '0.49-0.53': 0, '0.53-0.57': 0, '0.57-0.62': 0, '0.62-0.66': 0, '0.66-0.70': 0, '0.70-0.74': 0, '0.74-0.78': 0, '0.78-0.82': 0, '0.82-0.87': 0, '0.87-0.91': 1, '0.91-0.95': 0, '0.95-0.99': 0, '0.99-1.03': 0, '1.03-1.07': 0, '1.07-1.12': 0, '1.12-1.16': 0, '1.16-1.20': 0, '1.20-1.24': 0, '1.24-1.28': 0, '1.28-1.32': 0, '1.32-1.37': 0}",1.0,1.0,0.0,0.0,1.0,0.4482758620689655,0.16091954022988506,0.0,0.0,0.25287356321839083,47.928605051955074,0.006765247092966711,0.13690476190476192,2866.8215030227916,5.525373963299126,0.7827380952380952,0.2861986115767684,0.23092812658898645,0.001963956682766798,0.02272285201138077,8.998754769495703,0.6931471805599453,3.7670968434923493,6.771231
2,allemande_first_fragment.midi,26,5.538037634383117,3.89684216994573,"{0.0: 0.1640625, 2.0: 0.1171875, 4.0: 0.1796875, 5.0: 0.0859375, 6.0: 0.0078125, 7.0: 0.046875, 8.0: 0.1015625, 9.0: 0.1875, 10.0: 0.015625, 11.0: 0.09375}","{'62.00-63.24': 1, '63.24-64.48': 4, '64.48-65.71': 2, '65.71-66.95': 0, '66.95-68.19': 9, '68.19-69.43': 13, '69.43-70.67': 1, '70.67-71.90': 8, '71.90-73.14': 17, '73.14-74.38': 11, '74.38-75.62': 0, '75.62-76.86': 18, '76.86-78.10': 10, '78.10-79.33': 4, '79.33-80.57': 6, '80.57-81.81': 11, '81.81-83.05': 5, '83.05-84.29': 4, '84.29-85.52': 0, '85.52-86.76': 3, '86.76-88.00': 1}",74.6328125,76,21,0.8359375,1,"{0: 21.0, 7: 6.0, 2: 15.0, 9: 24.0, 4: 23.0, 11: 12.0, 6: 1.0, 8: 13.0, 10: 2.0, 5: 11.0}",-0.8915096157551927,-0.4168107009393785,3.340658617698013,"[5, -1, 1, 3, -3, -5, -7, 7, 5, -1, 1, 3, -3, -5, -7, 3, 4, 1, -9, 9, -1, -2, -2, 4, 4, 1, -17, 10, -2, -1, -2, 3, 4, 1, -9, 9, -1, -2, -2, 4, 4, 1, -17, 10, -2, -1, -2, 3, -4, 1, -4, 9, -6, 1, -5, 8, -4, 1, -7, 10, -1, -2, -1, -4, 4, 3, 5, 4, 3, 3, -9, 9, -3, -3, -4, -2, -2, -1, 1, -3, 3, 4, 5, 3, 4, -11, 2, 3, -3, -3, -4, -2, -1, -2, 2, -4, 4, 3, 2, 3, 4, -9, -1, -4, 4, 3, 2, 3, 4, -9, -2, -3, 3, 4, 1, 4, 3, -8, -2, -3, 3, 4, 1, 4, 3, -9, -1]",16,3.937007874015748,3,3.770452448531036,"{-17.0: 0.015748031496062992, -11.0: 0.007874015748031496, -9.0: 0.047244094488188976, -8.0: 0.007874015748031496, -7.0: 0.023622047244094488, -6.0: 0.007874015748031496, -5.0: 0.023622047244094488, -4.0: 0.06299212598425197, -3.0: 0.07086614173228346, -2.0: 0.11811023622047244, -1.0: 0.09448818897637795, 1.0: 0.09448818897637795, 2.0: 0.031496062992125984, 3.0: 0.14960629921259844, 4.0: 0.14173228346456693, 5.0: 0.031496062992125984, 7.0: 0.007874015748031496, 8.0: 0.007874015748031496, 9.0: 0.031496062992125984, 10.0: 0.023622047244094488}",0.03937007874015748,0.9992246979033262,8.596491228070175,1.0,"{'-17.00--16.00': 2, '-16.00--15.00': 0, '-15.00--14.00': 0, '-14.00--13.00': 0, '-13.00--12.00': 0, '-12.00--11.00': 0, '-11.00--10.00': 1, '-10.00--9.00': 0, '-9.00--8.00': 6, '-8.00--7.00': 1, '-7.00--6.00': 3, '-6.00--5.00': 1, '-5.00--4.00': 3, '-4.00--3.00': 8, '-3.00--2.00': 9, '-2.00--1.00': 15, '-1.00-0.00': 12, '0.00-1.00': 0, '1.00-2.00': 12, '2.00-3.00': 4, '3.00-4.00': 19, '4.00-5.00': 18, '5.00-6.00': 4, '6.00-7.00': 0, '7.00-8.00': 1, '8.00-9.00': 1, '9.00-10.00': 7}",0.015748031496062992,0.1732283464566929,5,0.14960629921259844,5.273385416409463,-0.04763768315050699,5.095238095238095,1,25.83530738860687,31.534376699456846,1.0,eeea,100,3.552713678800501e-15,0.15000000000000036,0.15000000000000002,8.765178534812907e-16,9,19.200000000000003,6.666666666666666,2.283138891914612,128,0.15,8.593752917441263e-16,0.9999999999999999,1.0063363773257778e-14,0.0,0.7663560447348134,3.552713678800501e-15,{'0.15-0.15': 8},{'0.15-0.15': 9},0.9066477559131788,1.5244034203160364,0.12093703547566181,4.584962500721156,9,0,5.385994226813548e-257,3,5,0.0390625,0.0234375,"{'0.41-0.45': 0, '0.45-0.49': 0, '0.49-0.53': 0, '0.53-0.57': 0, '0.57-0.61': 0, '0.61-0.66': 0, '0.66-0.70': 0, '0.70-0.74': 0, '0.74-0.78': 0, '0.78-0.82': 0, '0.82-0.86': 0, '0.86-0.91': 0, '0.91-0.95': 1, '0.95-0.99': 0, '0.99-1.03': 0, '1.03-1.07': 0, '1.07-1.11': 0, '1.11-1.16': 0, '1.16-1.20': 0, '1.20-1.24': 0, '1.24-1.28': 0, '1.28-1.32': 0, '1.32-1.36': 0, '1.36-1.41': 0}",0.0,5.0,1.0,0.0,1.0,0.4881889763779528,0.1889763779527559,0.0,0.0,0.33858267716535434,57.812687608981214,0.007119956846574159,0.21627906976744185,2091.844139416993,5.671263837099788,0.6837209302325581,0.3881875377341752,0.3058590226593562,0.002551976816306547,0.017525763886629145,8.998754769495703,0.6931471805599453,3.45832810189007,5.670322
3,allemande_fourth_fragment.midi,21,4.814213259251771,3.5492684657946207,"{0.0: 0.10416666666666666, 1.0: 0.020833333333333332, 2.0: 0.22916666666666666, 4.0: 0.08333333333333333, 5.0: 0.125, 6.0: 0.0625, 7.0: 0.13541666666666666, 9.0: 0.125, 11.0: 0.11458333333333333}","{'62.00-63.40': 4, '63.40-64.80': 1, '64.80-66.20': 1, '66.20-67.60': 4, '67.60-69.00': 0, '69.00-70.40': 10, '70.40-71.80': 6, '71.80-73.20': 12, '73.20-74.60': 18, '74.60-76.00': 0, '76.00-77.40': 19, '77.40-78.80': 5, '78.80-80.20': 9, '80.20-81.60': 2, '81.60-83.00': 5}",73.89583333333333,74,15,0.84375,1,"{0: 10.0, 7: 13.0, 2: 22.0, 9: 12.0, 4: 8.0, 11: 11.0, 6: 6.0, 1: 2.0, 5: 12.0}",-1.0462962962962965,0.2332847374079217,3.4641016151377544,"[5, -1, 1, 3, -3, -5, -7, 7, 5, -1, 1, 3, -3, -5, -7, 7, 3, -1, 1, 6, -6, -3, -7, 7, 3, -1, 1, 6, -6, -3, -7, 10, 6, -2, -2, -2, -1, -2, -5, 10, -2, -1, -5, 10, -2, -2, -1, 3, 5, -1, 1, 4, -4, -5, -7, 7, 5, -1, 1, 4, -4, -5, -7, 7, 3, -1, 1, 6, -6, -3, -7, 7, 3, -1, 1, 6, -6, -3, -7, 10, 6, -2, -2, -2, -1, -2, -5, 10, -2, -1, -5, 10, -2, -2, -1]",9,4.031578947368421,-2,3.619365900022275,"{-7.0: 0.08421052631578947, -6.0: 0.042105263157894736, -5.0: 0.08421052631578947, -4.0: 0.021052631578947368, -3.0: 0.06315789473684211, -2.0: 0.14736842105263157, -1.0: 0.14736842105263157, 1.0: 0.08421052631578947, 3.0: 0.07368421052631578, 4.0: 0.021052631578947368, 5.0: 0.042105263157894736, 6.0: 0.06315789473684211, 7.0: 0.06315789473684211, 10.0: 0.06315789473684211}",-0.17894736842105263,0.983858648046141,8.790697674418604,1.0,"{'-7.00--6.00': 8, '-6.00--5.00': 4, '-5.00--4.00': 8, '-4.00--3.00': 2, '-3.00--2.00': 6, '-2.00--1.00': 14, '-1.00-0.00': 14, '0.00-1.00': 0, '1.00-2.00': 8, '2.00-3.00': 0, '3.00-4.00': 7, '4.00-5.00': 2, '5.00-6.00': 4, '6.00-7.00': 6, '7.00-8.00': 6, '8.00-9.00': 0, '9.00-10.00': 6}",0.0,0.21052631578947367,2,0.14736842105263157,4.977684577190483,0.42871983162032845,4.7936507936507935,1,27.417624521072792,31.376813079646077,1.0,eeea,100,1.7763568394002505e-15,0.15000000000000036,0.15,5.403359648043089e-16,8,14.399999999999999,6.666666666666667,2.0603355778292904,96,0.15,5.233968621320159e-16,1.0,5.715383419932526e-15,0.010638297872340425,0.750810637812506,1.7763568394002505e-15,{'0.15-0.15': 55},{'0.15-0.15': 55},0.7407338894173702,1.0069608798552137,0.07856509029814605,4.584962500721156,7,0,1.290600806314181e-140,6,6,0.0625,0.0625,"{'0.24-0.28': 0, '0.28-0.32': 0, '0.32-0.37': 0, '0.37-0.41': 0, '0.41-0.45': 0, '0.45-0.49': 0, '0.49-0.53': 0, '0.53-0.57': 0, '0.57-0.62': 0, '0.62-0.66': 0, '0.66-0.70': 0, '0.70-0.74': 0, '0.74-0.78': 1, '0.78-0.82': 0, '0.82-0.87': 0, '0.87-0.91': 0, '0.91-0.95': 0, '0.95-0.99': 0, '0.99-1.03': 0, '1.03-1.07': 0, '1.07-1.12': 0, '1.12-1.16': 0, '1.16-1.20': 0, '1.20-1.24': 0}",1.0,5.0,0.0,0.0,1.0,0.3894736842105263,0.23157894736842105,0.0,0.0,0.37894736842105264,66.35825014203392,0.008437626816005194,0.5601851851851852,798.1854459469181,5.13106268114814,0.20833333333333334,0.35091093110712746,0.2751755349694631,0.002369629377929438,0.033102846687603035,8.998754769495703,0.6931471805599453,4.038247221850342,4.6636434
